ImageName,Q1 Score,Q2 Score,Q3 Score,Q4 Score,Q5 Score,Q6 Score
MT-GZ (102).jpg,54,52,62,29,31,19.895899
MT-GZ (109).jpg,57.205986,53,52,25,25.621792,15.825628
MT-GZ (120).jpg,61,58,63,30,24,21.439741
MT-GZ (121).jpg,52.412376,51,52,31,33,31.008923
MT-GZ (122).jpg,53,52,54.08719,26,29,14.941935
MT-GZ (134).jpg,64,63,58.65154,32,21,18.844582
MT-GZ (135).jpg,59.037117,54,64,26,30,11.444836
MT-GZ (14).jpg,74.335976,63,68,33,21,31.171696
MT-GZ (142).jpg,69.60733,64,73,29,23,32.2111
MT-GZ (143).jpg,61.139946,59.33172,59,25,26,25.268093
MT-GZ (15).jpg,76.981926,69,63,24,28,12.204695
MT-GZ (154).jpg,76.36443,72,63,30,29.761559,35.892902
MT-GZ (155).jpg,62.242027,53,64,28,25.64708,22.019447
MT-GZ (156).jpg,60.084793,60,63,31,24,29.66399
MT-GZ (16).jpg,74.90649,63,63,26,21,17.787725
MT-GZ (168).jpg,62,54,57,19,28,19
MT-GZ (173).jpg,61,57,55,19.661373,31.842134,16.420118
MT-GZ (174).jpg,59.218323,56,57,16,28.08474,12.216525
MT-GZ (177).jpg,62,62,59,25,25.802141,10.047421
MT-GZ (2).jpg,70,65,68,24,19,33.607925
MT-GZ (3).jpg,74,71,69,23,30,19.030684
MT-GZ (34).jpg,68,59,70,21,25,27.27663
MT-GZ (35).jpg,77.2078,64,74,20,27.052996,17.265865
MT-GZ (36).jpg,64,53,61,27,24,19.656528
MT-GZ (37).jpg,64,58,62,24,27,20
MT-GZ (43).jpg,60.7157,50.501354,64,29,25,33.23992
MT-GZ (44).jpg,67,62,66,22,15.371285,24.625984
MT-GZ (45).jpg,62,55,60,23,27.070559,32.93021
MT-GZ (46).jpg,58.131744,53,61,21,18,33.029354
MT-GZ (47).jpg,63,54,61,27,21,27.00771
MT-GZ (48).jpg,63.83216,58.432434,60.30028,27.211094,25,23
MT-GZ (49).jpg,75.99696,71,75.6148,22,24,17.690672
MT-GZ (50).jpg,95.70555,80,86,28,24.079376,23.88116
MT-GZ (51).jpg,89.01996,78,81,30,26,17
MT-GZ (52).jpg,74.9404,68,67.145645,17,20.024439,15.044416
MT-GZ (53).jpg,65.05993,61,63,30,38.389244,23.760513
MT-GZ (54).jpg,60.214264,60,63,28,21,31.692978
MT-GZ (55).jpg,65,52,64,21.622879,23,22.827751
MT-GZ (56).jpg,81,74,79.36279,25,21,31.867992
MT-GZ (57).jpg,81,72,89,17,26,22.235592
MT-GZ (58).jpg,65,59,59,24,24,21.535591
MT-GZ (59).jpg,82,77.47795,94.311806,21,15,17.54916
MT-GZ (60).jpg,85,78,79,20.59704,15.2972975,21
MT-GZ (61).jpg,84,73,72.86857,16,23,19.724684
MT-GZ (62).jpg,85,75,80,20,17,17
MT-GZ (63).jpg,76,74,73,25,32.828594,15.951787
MT-GZ (66).jpg,78,62,72,21,36.41445,31
MT-GZ (69).jpg,75,57,70,21,29,28
MT-GZ (70).jpg,73,56.07784,72,35.58645,20,16.044369
MT-GZ (71).jpg,73,67.36237,69,18,26,30.937107
MT-GZ (82).jpg,65,57,58,10.540049,25,18.469778
MT-GZ (87).jpg,65,63.579082,60,32.452103,18,15.843128
MT-GZ (88).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
MT-LYG (104).jpg,69.42335,57,59,25,36,21
MT-LYG (11).jpg,65,59,64.74716,22.9913,21,19
MT-LYG (115).jpg,58,57.376842,53,36.530907,29,15.382286
MT-LYG (116).jpg,61,59,58,15,21,17.550367
MT-LYG (117).jpg,75.53479,68,73,40.033623,30,28.871803
MT-LYG (12).jpg,56.93391,54,57,23,33.9041,22.645329
MT-LYG (129).jpg,63,54,61,27,21,27.00771
MT-LYG (13).jpg,63.83216,58.432434,60.30028,27.211094,25,23
MT-LYG (132).jpg,75.99696,71,75.6148,22,24,17.690672
MT-LYG (137).jpg,95.70555,80,86,28,24.079376,23.88116
MT-LYG (138).jpg,89.01996,78,81,30,26,17
MT-LYG (14).jpg,74.9404,68,67.145645,17,20.024439,15.044416
MT-LYG (149).jpg,65.05993,61,63,30,38.389244,23.760513
MT-LYG (150).jpg,60.214264,60,63,28,21,31.692978
MT-LYG (151).jpg,65,52,64,21.622879,23,22.827751
MT-LYG (163).jpg,81,74,79.36279,25,21,31.867992
MT-LYG (170).jpg,81,72,89,17,26,22.235592
MT-LYG (171).jpg,65,59,59,24,24,21.535591
MT-LYG (172).jpg,82,77.47795,94.311806,21,15,17.54916
MT-LYG (18).jpg,85,78,79,20.59704,15.2972975,21
MT-LYG (183).jpg,84,73,72.86857,16,23,19.724684
MT-LYG (184).jpg,85,75,80,20,17,17
MT-LYG (185).jpg,76,74,73,25,32.828594,15.951787
MT-LYG (19).jpg,78,62,72,21,36.41445,31
MT-LYG (20).jpg,75,57,70,21,29,28
MT-LYG (201).jpg,73,56.07784,72,35.58645,20,16.044369
MT-LYG (204).jpg,73,67.36237,69,18,26,30.937107
MT-LYG (205).jpg,65,57,58,10.540049,25,18.469778
MT-LYG (206).jpg,65,63.579082,60,32.452103,18,15.843128
MT-LYG (21).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
MT-LYG (217).jpg,69.42335,57,59,25,36,21
MT-LYG (218).jpg,65,59,64.74716,22.9913,21,19
MT-LYG (223).jpg,58,57.376842,53,36.530907,29,15.382286
MT-LYG (235).jpg,61,59,58,15,21,17.550367
MT-LYG (236).jpg,75.53479,68,73,40.033623,30,28.871803
MT-LYG (237).jpg,63,54,61,27,21,27.00771
MT-LYG (240).jpg,63.83216,58.432434,60.30028,27.211094,25,23
MT-LYG (249).jpg,75.99696,71,75.6148,22,24,17.690672
MT-LYG (25).jpg,95.70555,80,86,28,24.079376,23.88116
MT-LYG (26).jpg,89.01996,78,81,30,26,17
MT-LYG (27).jpg,74.9404,68,67.145645,17,20.024439,15.044416
MT-LYG (28).jpg,65.05993,61,63,30,38.389244,23.760513
MT-LYG (29).jpg,60.214264,60,63,28,21,31.692978
MT-LYG (30).jpg,65,52,64,21.622879,23,22.827751
MT-LYG (31).jpg,81,74,79.36279,25,21,31.867992
MT-LYG (32).jpg,81,72,89,17,26,22.235592
MT-LYG (33).jpg,65,59,59,24,24,21.535591
MT-LYG (34).jpg,82,77.47795,94.311806,21,15,17.54916
MT-LYG (35).jpg,85,78,79,20.59704,15.2972975,21
MT-LYG (374).jpg,84,73,72.86857,16,23,19.724684
MT-LYG (376).jpg,85,75,80,20,17,17
MT-LYG (377).jpg,76,74,73,25,32.828594,15.951787
MT-LYG (383).jpg,78,62,72,21,36.41445,31
MT-LYG (384).jpg,75,57,70,21,29,28
MT-LYG (385).jpg,73,56.07784,72,35.58645,20,16.044369
MT-LYG (39).jpg,73,67.36237,69,18,26,30.937107
MT-LYG (4).jpg,65,57,58,10.540049,25,18.469778
MT-LYG (40).jpg,65,63.579082,60,32.452103,18,15.843128
MT-LYG (41).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
MT-LYG (42).jpg,69.42335,57,59,25,36,21
MT-LYG (43).jpg,65,59,64.74716,22.9913,21,19
MT-LYG (44).jpg,58,57.376842,53,36.530907,29,15.382286
MT-LYG (46).jpg,61,59,58,15,21,17.550367
MT-LYG (47).jpg,75.53479,68,73,40.033623,30,28.871803
MT-LYG (48).jpg,63,54,61,27,21,27.00771
MT-LYG (49).jpg,63.83216,58.432434,60.30028,27.211094,25,23
MT-LYG (5).jpg,75.99696,71,75.6148,22,24,17.690672
MT-LYG (51).jpg,95.70555,80,86,28,24.079376,23.88116
MT-LYG (53).jpg,89.01996,78,81,30,26,17
MT-LYG (54).jpg,74.9404,68,67.145645,17,20.024439,15.044416
MT-LYG (55).jpg,65.05993,61,63,30,38.389244,23.760513
MT-LYG (56).jpg,60.214264,60,63,28,21,31.692978
MT-LYG (581).jpg,65,52,64,21.622879,23,22.827751
MT-LYG (582).jpg,81,74,79.36279,25,21,31.867992
MT-LYG (583).jpg,81,72,89,17,26,22.235592
MT-LYG (584).jpg,65,59,59,24,24,21.535591
MT-LYG (585).jpg,82,77.47795,94.311806,21,15,17.54916
MT-LYG (586).jpg,85,78,79,20.59704,15.2972975,21
MT-LYG (587).jpg,84,73,72.86857,16,23,19.724684
MT-LYG (588).jpg,85,75,80,20,17,17
MT-LYG (589).jpg,76,74,73,25,32.828594,15.951787
MT-LYG (590).jpg,78,62,72,21,36.41445,31
MT-LYG (591).jpg,75,57,70,21,29,28
MT-LYG (592).jpg,73,56.07784,72,35.58645,20,16.044369
MT-LYG (593).jpg,73,67.36237,69,18,26,30.937107
MT-LYG (594).jpg,65,57,58,10.540049,25,18.469778
MT-LYG (595).jpg,65,63.579082,60,32.452103,18,15.843128
MT-LYG (596).jpg,85.42103,83.482925,81,37.633812,26.085955,34.17098
MT-LYG (597).jpg,69.42335,57,59,25,36,21
MT-LYG (598).jpg,65,59,64.74716,22.9913,21,19
MT-LYG (599).jpg,58,57.376842,53,36.530907,29,15.382286
MT-LYG (6).jpg,61,59,58,15,21,17.550367
MT-LYG (600).jpg,75.53479,68,73,40.033623,30,28.871803
MT-LYG (601).jpg,71,64,64,23.963972,19,23
MT-LYG (602).jpg,63.913315,60,59,19,17,18.776834
MT-LYG (63).jpg,73,61,65.39652,27,25,18
MT-LYG (64).jpg,71,58,62,18,25,23.58735
MT-LYG (65).jpg,95.98394,83,88,23.433687,25,35
MT-LYG (66).jpg,86,72.13612,82,19,20,24.762249
MT-LYG (7).jpg,60.85257,52,56,25,20.730038,23
MT-LYG (77).jpg,64.8772,61,83.06837,57.612785,19.731655,38.358047
MT-LYG (84).jpg,54,50,53,37,27.917645,27
MT-LYG (85).jpg,82.21162,78,81,24.10335,20,33.694435
MT-LYG (9).jpg,74.64704,72,82,17,21,16
MT-LYG (97).jpg,92.026566,85,89,19,16,15.978443
MT-LYG (98).jpg,88,78,82,35,18.366032,25
MT-LYG (99).jpg,60,59,59,15,20,19.392189
MT-NB (106).jpg,86,78,84,24.941504,16,17
MT-NB (107).jpg,96.57137,88,86,26,19,43.642147
MT-NB (108).jpg,76,74,96.06584,17,18,18.974884
MT-NB (126).jpg,74,70,70,18,15,16.765175
MT-NB (127).jpg,68.05504,64,74,17,24.897911,16.364098
MT-NB (128).jpg,63,58,75,15,38.68942,17
MT-NB (129).jpg,66,63,85,37,38,17
MT-NB (140).jpg,86,81,75,20,25,34.0914
MT-NB (141).jpg,74,72,63,14.996328,23,17
MT-NB (148).jpg,58,51,65.12425,26,38,15
MT-NB (20).jpg,86.98251,72,76.76741,25,27.250929,26.309608
MT-NB (21).jpg,52,52,52,34,43.751957,34
MT-NB (22).jpg,55.913933,54,58,37.089664,41,34.81549
MT-NB (229).jpg,58,51,54,41.446086,31,30.563137
MT-NB (230).jpg,66,50,64,37,44,41.644914
MT-NB (231).jpg,61,50,53,34.078945,47,45.984985
MT-NB (236).jpg,54,50,58,34,47,34
MT-NB (237).jpg,53,48,59,36,39,45.450367
MT-NB (238).jpg,52.336746,52,57,36,40,43.660364
MT-NB (243).jpg,58,51,57,49,47,46
MT-NB (244).jpg,50.11177,47,55,30.140768,45,36.55194
MT-NB (245).jpg,56.94574,48,56,48.591844,47,45
MT-NB (29).jpg,58,54,58,30,47,18.701157
MT-NB (40).jpg,54,52,59,49,49,46
MT-NB (402).jpg,61,51,61,30,48,16.956093
MT-NB (403).jpg,62,53,64,47,44,43.748001
MT-NB (404).jpg,58.198814,52,63,45,49.071394,35
MT-NB (405).jpg,58,51,68,40,37.11019,37
MT-NB (406).jpg,47.50267,44.02226,52,41,38,38
MT-NB (407).jpg,63,50,61,40,37,47.4491
MT-NB (408).jpg,53.81456,52,63,49,37,37
MT-NB (409).jpg,35,26.459175,27.895832,65,65,65
MT-NB (41).jpg,44.715942,43,24,70,60,65
MT-NB (410).jpg,45,40,19.306576,65,65,65
MT-NB (411).jpg,43.888493,26.232742,22.883808,65,60,65
MT-NB (412).jpg,45,40,26.56569,65,65,64
MT-NB (413).jpg,46,40,16.504948,69,65,65
MT-NB (414).jpg,44.19805,40,16.458378,57.995968,69,59
MT-NB (415).jpg,35,40,24.10543,67,69,59
MT-NB (416).jpg,48.773293,24.669708,19.756577,67,69,59
MT-NB (417).jpg,35,40,26.637592,67,69,59
MT-NB (418).jpg,35,46.516277,39.70966,53.605087,69,59
MT-NB (419).jpg,35,40,24.270187,67,73.706894,64
MT-NB (42).jpg,35,40.441517,24,67,69,59
MT-NB (420).jpg,35,40,20.543972,65,69,59
MT-NB (421).jpg,35,40,24.846409,65,69,59
MT-NB (422).jpg,35,45,24,70,69,59
MT-NB (54).jpg,35,39.685684,33.743736,70,69,64
MT-NB (55).jpg,44.651527,38.904095,28.740875,70,57.221527,59
MT-NB (60).jpg,35,37,30.543808,70.998245,69,59
MT-NB (63).jpg,22,30,24,70,69,64
MT-NB (7).jpg,35,37,24,65,69,64
MT-NB (72).jpg,35,37,37.481476,70,69,64
MT-NB (75).jpg,35,37,41.45969,70,69,59
MT-NB (76).jpg,22,37,24,65,57.361588,59
MT-NB (8).jpg,35,37,24,70,59,64
MT-NB (88).jpg,35,30,24,70,59,64
MT-NB (93).jpg,22,37,38.58629,70,59,59
MT-NB (94).jpg,22,37,24,55.131714,59,59
MT-NB (95).jpg,22,23.240429,44.21066,70,59,59
MT-QD (1).jpg,35,45,42.080116,70,59,59
MT-QD (104).jpg,22,40,20.101746,70,59,64
MT-QD (111).jpg,22,40,17.431282,70,59,64
MT-QD (112).jpg,22,40,43.132267,64.518936,59,59
MT-QD (113).jpg,47.817024,36.125618,26.792316,65,59,59
MT-QD (124).jpg,22,40,39.26664,65,59,59
MT-QD (125).jpg,22,17.307426,33.406216,65,67.44212,59
MT-QD (126).jpg,22,30,33.391644,65,59,59
MT-QD (142).jpg,22,30,24.543144,65,59,64
MT-QD (143).jpg,22,30,19.154724,65,59,64
MT-QD (146).jpg,35,30,24,52.15781,59,59
MT-QD (147).jpg,22,41.001213,18.307205,65,52.062355,59
MT-QD (158).jpg,22,49.58669,23.74408,72.32292,59,59
MT-QD (159).jpg,35,33.829556,18,63,59,59
MT-QD (164).jpg,22,30,37.25951,65.95715,59,59
MT-QD (17).jpg,41.981113,19,21.953766,63,59,59
MT-QD (176).jpg,18,49.11955,42.913277,63,59,59
MT-QD (177).jpg,18,29,29.4474,53.654327,64.18047,59
MT-QD (178).jpg,18,15.40593,29.047539,63,62.84694,59
MT-QD (179).jpg,18,29,18,63,59,64
MT-QD (190).jpg,42.759537,29,46.81802,63,59,64
MT-QD (197).jpg,18,29,49.39381,63,59,64
MT-QD (198).jpg,18,29,18,63,59,64
MT-QD (2).jpg,45.746426,26.114971,38.353607,63,59,64
MT-QD (210).jpg,18,29,18,63,59,64
MT-QD (211).jpg,18,36,18,63,59,64
MT-QD (212).jpg,28,35,25.613937,63,59,64
MT-QD (22).jpg,18,34,37.670048,63,59,64
MT-QD (23).jpg,28,38,18,61,59,53.832237
MT-QD (3).jpg,18,39,30.621964,61,59,64
MT-QD (327).jpg,18,28,27.443386,50.884003,59,64
MT-QD (328).jpg,18,39,18,61,68.272095,64
MT-QD (329).jpg,18,33.005684,20.072598,61,65,64
MT-QD (330).jpg,18,38,43.308422,61,65,64
MT-QD (331).jpg,28,29,18,64.22588,65,64
MT-QD (332).jpg,18,40,45.151318,61,65,64
MT-QD (333).jpg,18,45,27.937893,61,65,64
MT-QD (334).jpg,46.382004,42,26.464188,61,65,64
MT-QD (335).jpg,47.79928,41,18,61,65,64
MT-QD (336).jpg,28,39,19.329277,61,65,64
MT-QD (337).jpg,28,28,22.616795,65,65,64
MT-QD (338).jpg,28,22,18,61,65,64
MT-QD (339).jpg,28,25,33.52,61,65,64
MT-QD (340).jpg,18,24,31.062393,65,65,64
MT-QD (35).jpg,28,26,24.311054,61,65,64
MT-QD (38).jpg,28,28,20.614231,66.293625,65,64
MT-QD (385).jpg,48.239613,22,38.3631,75,65,64
MT-QD (39).jpg,28,17.72959,29.974407,70,65,64
MT-QD (392).jpg,45.613388,39,19.965958,70,65,64
MT-QD (4).jpg,47.694828,28,30.875687,70,65,64
MT-QD (44).jpg,28,22,28.702877,65,50.73282,64
MT-QD (5).jpg,28,25,31.607414,70,63,64
MT-QD (55).jpg,28,19,49.312225,70,63,64
MT-QD (56).jpg,18,22,18,70,63,64
MT-QD (57).jpg,28,19.279953,39.942787,65,63,64
MT-QD (58).jpg,28,19.784824,20.745121,58.232178,63,64
MT-QD (59).jpg,48.9504,34.292828,18,70,63,64
MT-QD (6).jpg,24,28,31.167503,68.85569,63,64
MT-QD (60).jpg,24,27,18,70,63,64
MT-QD (61).jpg,24,29,45.345295,70,63,64
MT-QD (62).jpg,28,28,25.454681,70,63,64
MT-QD (63).jpg,18,25,18,70,63,64
MT-QD (64).jpg,24,25,49.911892,65,63,64
MT-QD (65).jpg,24,42.517044,26.11435,70,63,71
MT-QD (66).jpg,24,25,25,70,63,71
MT-QD (67).jpg,18,28,26.77855,61,63,71
MT-QD (68).jpg,24,25,23.308788,61,63,71
MT-QD (69).jpg,28,37.261833,35.253902,65,66.895676,71
MT-QD (70).jpg,18,28,37.330605,61,63,54.703358
MT-QD (77).jpg,24,25,40.85423,61,63,71
MT-QD (78).jpg,28,25,34.90355,61,63,71
MT-QD (90).jpg,24,28,39.634586,65,63,71
MT-QD (91).jpg,18,28,30.47499,61,63,71
MT-QD (92).jpg,24,25,25,61,63,71
MT-QHD (103).jpg,50.959274,51,58,18,36,26
MT-QHD (104).jpg,68.20865,61,58,17,29.723131,21
MT-QHD (105).jpg,57.800278,50,61,20,20,25
MT-QHD (106).jpg,66.13084,63,69,33.90807,18,31
MT-QHD (117).jpg,58,51,59,34,16.477785,19
MT-QHD (118).jpg,50,50,61,24,20,23.893242
MT-QHD (125).jpg,67.71616,63,69,29,28,21
MT-QHD (132).jpg,58.226425,50,59,28,28.430532,22.229095
MT-QHD (133).jpg,58,51,61,27.329842,27,24
MT-QHD (137).jpg,73.76849,61,66.0909,18,21,25.527622
MT-QHD (138).jpg,59.81272,50,61,17,30,20.063393
MT-QHD (139).jpg,69.595245,55,73,20,20,24
MT-QHD (140).jpg,60,54,63,33.90807,36,26
MT-QHD (146).jpg,65,61,62,34,34,30.023956
MT-QHD (147).jpg,56.189613,51,62,24,30,19.249567
MT-QHD (151).jpg,50.68923,50,59,29,26.252945,28
MT-QHD (153).jpg,54,51,62,28,18,21.507072
MT-QHD (154).jpg,70.06734,62,72,27.329842,19,23.696054
MT-QHD (156).jpg,71.48296,61,72,6.2688437,34.850563,11.835173
MT-QHD (157).jpg,51,52,68,51.93367,31.031235,13.755634
MT-QHD (169).jpg,56,53,61.178284,26.898323,43.1671,12.498718
MT-QHD (17).jpg,53.7177,57,58,60.94395,16.434607,15.8979435
MT-QHD (170).jpg,58.455734,54,56,8.514077,23.003805,25.369244
MT-QHD (173).jpg,58,56,58,26.180552,16,18.772993
MT-QHD (178).jpg,56,51,62,21.198252,38.993736,19.868649
MT-QHD (18).jpg,55,54,71,31,24,21
MT-QHD (189).jpg,64.93788,58,61,24,29.126846,25
MT-QHD (19).jpg,68.12537,54,65.714485,39,34,35.480217
MT-QHD (190).jpg,58,53.817226,68,37,39,30.233784
MT-QHD (191).jpg,50.959274,51,58,34,30,39
MT-QHD (203).jpg,68.20865,61,58,28,33.8026,27.101295
MT-QHD (204).jpg,57.800278,50,61,30,32,31
MT-QHD (211).jpg,66.13084,63,69,27,27,34.614067
MT-QHD (212).jpg,58,51,59,37,26,31
MT-QHD (223).jpg,50,50,61,31,38.906433,26
MT-QHD (224).jpg,67.71616,63,69,38,37.40831,27
MT-QHD (225).jpg,58.226425,50,59,30,31,24.269064
MT-QHD (237).jpg,58,51,61,38,27.295376,25
MT-QHD (242).jpg,73.76849,61,66.0909,34,36.772316,36
MT-QHD (245).jpg,59.81272,50,61,34,35,37
MT-QHD (246).jpg,69.595245,55,73,25,37,21
MT-QHD (257).jpg,60,54,63,32,25.49234,22.416243
MT-QHD (258).jpg,65,61,62,35,32,29
MT-QHD (259).jpg,56.189613,51,62,30,31,22
MT-QHD (275).jpg,50.68923,50,59,35,33,28
MT-QHD (276).jpg,54,51,62,37.03069,36,30
MT-QHD (277).jpg,70.06734,62,72,24,21,17
MT-QHD (278).jpg,71.48296,61,72,34,24,19
MT-QHD (280).jpg,19,49,45,30,16.807362,27
MT-QHD (281).jpg,19,49,58.95154,29,27,25
MT-QHD (287).jpg,19,49,55.445184,26,31,34
MT-QHD (288).jpg,19,49,55.149555,34,30,21
MT-QHD (289).jpg,48.459106,49,45.97474,37,27.092949,25
MT-QHD (290).jpg,44,51,45.64948,21.198252,38.993736,19.868649
MT-QHD (294).jpg,44,45.777444,47.558617,31,24,21
MT-QHD (295).jpg,44,51,45.670496,24,29.126846,25
MT-QHD (297).jpg,44,51,45,39,34,35.480217
MT-QHD (301).jpg,44,59.7101,49.69887,37,39,30.233784
MT-QHD (302).jpg,44,51,46.478786,34,30,39
MT-QHD (308).jpg,44,51,45,35,33,28
MT-QHD (309).jpg,44,51,45.060595,37.03069,36,30
MT-QHD (31).jpg,44,51,51.501495,24,21,17
MT-QHD (310).jpg,44,51,46.958454,34,24,19
MT-QHD (311).jpg,48,51,59.79444,30,16.807362,27
MT-QHD (312).jpg,70.10298,46,52,29,27,25
MT-QHD (314).jpg,62.59088,52,52,26,31,34
MT-QHD (315).jpg,46.0773,54,58,34,30,21
MT-QHD (316).jpg,51.411007,51,54,37,27.092949,25
MT-QHD (32).jpg,53,50,64,27.09455,30,18.438116
MT-QHD (323).jpg,50.791245,50,53,27,24,25.806446
MT-QHD (330).jpg,65.81679,52,66,34,30,19.744715
MT-QHD (331).jpg,55,51,60,24,27,31
MT-QHD (344).jpg,67.15769,53,62,21.459034,15.013899,50.817577
MT-QHD (345).jpg,55.27178,52,60.693108,28,33.8026,27.101295
MT-QHD (346).jpg,49.984318,45,61,30,32,31
MT-QHD (353).jpg,46.290077,46,52,27,27,34.614067
MT-QHD (37).jpg,52,52,52,37,26,31
MT-QHD (38).jpg,55.913933,54,58,31,38.906433,26
MT-QHD (391).jpg,59.658516,51,54,38,37.40831,27
MT-QHD (392).jpg,49.568515,47.688955,45,30,31,24.269064
MT-QHD (398).jpg,57,47,58.75715,38,27.295376,25
MT-QHD (399).jpg,57,47,45,34,36.772316,36
MT-QHD (453).jpg,48.457505,55.485746,50.707176,34,35,37
MT-QHD (454).jpg,57,47,40.079584,25,37,21
MT-QHD (455).jpg,57,44,44.86099,32,25.49234,22.416243
MT-QHD (460).jpg,48,44.448501,47.016994,35,32,29
MT-QHD (462).jpg,57,44,45,30,31,22
MT-QHD (463).jpg,57,46.459514,55.966844,35,33,28
MT-QHD (467).jpg,46.815444,55.81794,45,37.03069,36,30
MT-QHD (468).jpg,55,44,45,24,21,17
MT-QHD (469).jpg,49.168466,48,45,34,24,19
MT-QHD (49).jpg,55,52,47.15607,30,16.807362,27
MT-QHD (50).jpg,57.677404,44,45,29,27,25
MT-QHD (53).jpg,65,52,54.945145,26,31,34
MT-QHD (6).jpg,63,49.445056,40.548051,34,30,21
MT-QHD (65).jpg,64,44,17.505664,37,27.092949,25
MT-QHD (70).jpg,65,44,54.765795,21.198252,38.993736,19.868649
MT-QHD (71).jpg,46.66497,59.504094,19.886795,31,24,21
MT-QHD (72).jpg,55,44,57.954074,46,39,48
MT-QHD (83).jpg,64,51,17.648755,48,45,35
MT-QHD (84).jpg,55,58,18.144416,45,46,65
MT-QHD (85).jpg,55,44,55.454807,46,41,36
MT-SH (109).jpg,35,22.900265,26.127441,54,59,65
MT-SH (110).jpg,28,24,25.097713,54,59,65
MT-SH (117).jpg,35,24,21.266644,65,59,65
MT-SH (20).jpg,35,24,38.471,54,59,65
MT-SH (21).jpg,35,24,45.304306,54,59,65
MT-SH (26).jpg,28,40,21.760069,54,59,65
MT-SH (27).jpg,24,24.88525,38.47853,65,59,65
MT-SH (39).jpg,41.43804,40,27,54,59,65
MT-SH (4).jpg,24,40,27,54,59,65
MT-SH (40).jpg,24,43.393124,24.7981,65,59,65
MT-SH (43).jpg,24,40,23.895939,54,59,65
MT-SH (55).jpg,48.38215,40,34.66274,66.313774,59,65
MT-SH (57).jpg,24,40,27,62,59,65
MT-SH (58).jpg,24,40,43.537785,65,59,65
MT-SH (59).jpg,47.6484,33.96109,38.139137,62,59,65
MT-SH (60).jpg,24,33.07265,25.297886,62,59,65
MT-SH (61).jpg,24,29.633148,24.5807,58.317505,59,65
MT-SH (62).jpg,46.552177,40,27.619198,62,69.20092,65
MT-SH (63).jpg,24,40,27,62,66,65
MT-SH (64).jpg,24,29.623035,24.789013,57.67152,66,65
MT-SH (65).jpg,46.360714,40,28.192043,62,69.60607,65
MT-SH (66).jpg,40,40,27,65,66,65
MT-SH (67).jpg,48.76876,48.78464,27.05067,62,66,65
MT-SH (68).jpg,40,36,41.77231,62,66,65
MT-SH (69).jpg,40,36,25.754128,65,66,65
MT-SH (7).jpg,40,36,43.63148,65,66,65
MT-SH (70).jpg,28,36,41.86832,62,66,65
MT-SH (71).jpg,40,36,38.80961,62,66,65
MT-SH (72).jpg,40,36,27,53.354588,66,65
MT-SH (73).jpg,40,36,27,62,66,65
MT-SH (74).jpg,40,36,33.67084,62,66,65
MT-SH (75).jpg,28,29.062168,27,62,66,65
MT-SH (76).jpg,40,36,27,65,66,65
MT-SH (77).jpg,40,36,28.561127,62,60.993553,65
MT-SH (8).jpg,40,21,27,62,54.70827,65
MT-SH (95).jpg,40,21,27,58.031357,66,65
MT-SH (96).jpg,28,21,33.140152,62,66,65
MT-SH (97).jpg,28,25.742573,28.641312,62,52.038136,65
MT-SH (98).jpg,28,21,25.698383,62,66,65
MT-SY (10).jpg,70.10298,46,52,36,39,45.450367
MT-SY (106).jpg,62.59088,52,52,36,40,43.660364
MT-SY (11).jpg,64,54,58,34,47,34
MT-SY (113).jpg,51.411007,54,54,36,39,45.450367
MT-SY (114).jpg,53,50,64,36,40,43.660364
MT-SY (115).jpg,50.791245,50,55,41,15,46.166471
MT-SY (12).jpg,65.81679,52,66,41.64495,41,17
MT-SY (126).jpg,55,54,60,35,46.018614,15.935505
MT-SY (127).jpg,67.15769,55,62,34,30,31
MT-SY (128).jpg,55.27178,52,60.695408,45,14.494186,19.484516
MT-SY (13).jpg,69,45,64,48.034385,14.543694,46.901455
MT-SY (130).jpg,64,46,52,46,41,34.81549
MT-SY (131).jpg,52,52,52,34,31,30.563137
MT-SY (132).jpg,55.913933,54,58,37.089664,44,41.644914
MT-SY (133).jpg,59.658516,54,54,41.446086,47,45.984985
MT-SY (134).jpg,49.568515,47.688955,45,37,15,46.166471
MT-SY (135).jpg,57,47,58.75745,34.078945,41,17
MT-SY (136).jpg,57,47,45,41.64495,46.874949,45.863111
MT-SY (137).jpg,48.457505,55.485746,50.707476,35,30,18.366064
MT-SY (138).jpg,57,47,40.079584,34,18,19.958618
MT-SY (139).jpg,57,44,44.86099,45,40,35.088707
MT-SY (14).jpg,48,44.448504,47.046994,48.034385,16,16.890768
MT-SY (140).jpg,57,44,45,34,47,34
MT-SY (141).jpg,62,60,27,36,39,45.450367
MT-SY (142).jpg,51,48,44.559954,36,40,43.660364
MT-SY (143).jpg,51,48,55.09455,41,15,46.166471
MT-SY (144).jpg,49.468163,48,57,41.64495,41,17
MT-SY (145).jpg,51,48,57,35,46.018614,15.935505
MT-SY (148).jpg,18,49.788854,45.644655,34,30,31
MT-SY (149).jpg,61,47.459064,55.678566,45,14.494186,19.484516
MT-SY (160).jpg,18,48,57.548955,48.034385,14.543694,46.901455
MT-SY (161).jpg,62,48,45.409848,48,30,44
MT-SY (166).jpg,51,48,57,36,39,45.450367
